nome;ano;sexo;n
Paulista (PE);2022;Homens;17139
Paulista (PE);2022;Mulheres;19840
Pedra (PE);2022;Total;909
Pedra (PE);2022;Homens;398
Pedra (PE);2022;Mulheres;512
Pesqueira (PE);2022;Total;2152
Pesqueira (PE);2022;Homens;1031
Pesqueira (PE);2022;Mulheres;1121
Petrolândia (PE);2022;Total;1708
Petrolândia (PE);2022;Homens;834
Petrolândia (PE);2022;Mulheres;875
Petrolina (PE);2022;Total;34047
Petrolina (PE);2022;Homens;16449
Petrolina (PE);2022;Mulheres;17599
Poção (PE);2022;Total;211
Poção (PE);2022;Homens;77
Poção (PE);2022;Mulheres;133
Pombos (PE);2022;Total;945
Pombos (PE);2022;Homens;527
Pombos (PE);2022;Mulheres;418
Primavera (PE);2022;Total;736
Primavera (PE);2022;Homens;331
Primavera (PE);2022;Mulheres;405
Quipapá (PE);2022;Total;1005
Quipapá (PE);2022;Homens;511
Quipapá (PE);2022;Mulheres;494
Quixaba (PE);2022;Total;413
Quixaba (PE);2022;Homens;214
Quixaba (PE);2022;Mulheres;199
Recife (PE);2022;Total;58524
Recife (PE);2022;Homens;26956
Recife (PE);2022;Mulheres;31569
Riacho das Almas (PE);2022;Total;855
Riacho das Almas (PE);2022;Homens;391
Riacho das Almas (PE);2022;Mulheres;464
Ribeirão (PE);2022;Total;1513
Ribeirão (PE);2022;Homens;777
Ribeirão (PE);2022;Mulheres;736
Rio Formoso (PE);2022;Total;925
Rio Formoso (PE);2022;Homens;488
Rio Formoso (PE);2022;Mulheres;437
Sairé (PE);2022;Total;888
Sairé (PE);2022;Homens;365
Sairé (PE);2022;Mulheres;523
Salgadinho (PE);2022;Total;190
Salgadinho (PE);2022;Homens;115
Salgadinho (PE);2022;Mulheres;74
Salgueiro (PE);2022;Total;4281
Salgueiro (PE);2022;Homens;2030
Salgueiro (PE);2022;Mulheres;2251
Saloá (PE);2022;Total;594
Saloá (PE);2022;Homens;329
Saloá (PE);2022;Mulheres;265
Sanharó (PE);2022;Total;819
Sanharó (PE);2022;Homens;375
Sanharó (PE);2022;Mulheres;444
Santa Cruz (PE);2022;Total;653
Santa Cruz (PE);2022;Homens;328
Santa Cruz (PE);2022;Mulheres;324
Santa Cruz da Baixa Verde (PE);2022;Total;651
Santa Cruz da Baixa Verde (PE);2022;Homens;310
Santa Cruz da Baixa Verde (PE);2022;Mulheres;341
Santa Cruz do Capibaribe (PE);2022;Total;6658
Santa Cruz do Capibaribe (PE);2022;Homens;3220
Santa Cruz do Capibaribe (PE);2022;Mulheres;3437
Santa Filomena (PE);2022;Total;660
Santa Filomena (PE);2022;Homens;325
Santa Filomena (PE);2022;Mulheres;335
Santa Maria da Boa Vista (PE);2022;Total;1454
Santa Maria da Boa Vista (PE);2022;Homens;668
Santa Maria da Boa Vista (PE);2022;Mulheres;786
Santa Maria do Cambucá (PE);2022;Total;632
Santa Maria do Cambucá (PE);2022;Homens;338
Santa Maria do Cambucá (PE);2022;Mulheres;294
Santa Terezinha (PE);2022;Total;623
Santa Terezinha (PE);2022;Homens;273
Santa Terezinha (PE);2022;Mulheres;350
São Benedito do Sul (PE);2022;Total;341
São Benedito do Sul (PE);2022;Homens;164
São Benedito do Sul (PE);2022;Mulheres;178
São Bento do Una (PE);2022;Total;2216
São Bento do Una (PE);2022;Homens;1020
São Bento do Una (PE);2022;Mulheres;1196
São Caitano (PE);2022;Total;1057
São Caitano (PE);2022;Homens;541
São Caitano (PE);2022;Mulheres;516
São João (PE);2022;Total;1081
São João (PE);2022;Homens;568
São João (PE);2022;Mulheres;513
São Joaquim do Monte (PE);2022;Total;850
São Joaquim do Monte (PE);2022;Homens;471
São Joaquim do Monte (PE);2022;Mulheres;379
São José da Coroa Grande (PE);2022;Total;1866
São José da Coroa Grande (PE);2022;Homens;951
São José da Coroa Grande (PE);2022;Mulheres;915
São José do Belmonte (PE);2022;Total;2073
São José do Belmonte (PE);2022;Homens;860
São José do Belmonte (PE);2022;Mulheres;1213
São José do Egito (PE);2022;Total;1568
São José do Egito (PE);2022;Homens;676
São José do Egito (PE);2022;Mulheres;893
São Lourenço da Mata (PE);2022;Total;7297
São Lourenço da Mata (PE);2022;Homens;3490
São Lourenço da Mata (PE);2022;Mulheres;3807
São Vicente Férrer (PE);2022;Total;472
São Vicente Férrer (PE);2022;Homens;235
São Vicente Férrer (PE);2022;Mulheres;237
Serra Talhada (PE);2022;Total;5505
Serra Talhada (PE);2022;Homens;2635
Serra Talhada (PE);2022;Mulheres;2869
Serrita (PE);2022;Total;995
Serrita (PE);2022;Homens;459
Serrita (PE);2022;Mulheres;536
Sertânia (PE);2022;Total;1516
Sertânia (PE);2022;Homens;872
Sertânia (PE);2022;Mulheres;645
Sirinhaém (PE);2022;Total;1900
Sirinhaém (PE);2022;Homens;818
Sirinhaém (PE);2022;Mulheres;1082
Moreilândia (PE);2022;Total;545
Moreilândia (PE);2022;Homens;264
Moreilândia (PE);2022;Mulheres;281
Solidão (PE);2022;Total;385
Solidão (PE);2022;Homens;212
Solidão (PE);2022;Mulheres;173
Surubim (PE);2022;Total;2918
Surubim (PE);2022;Homens;1439
Surubim (PE);2022;Mulheres;1479
Tabira (PE);2022;Total;1620
Tabira (PE);2022;Homens;712
Tabira (PE);2022;Mulheres;909
Tacaimbó (PE);2022;Total;751
Tacaimbó (PE);2022;Homens;404
Tacaimbó (PE);2022;Mulheres;346
Tacaratu (PE);2022;Total;793
Tacaratu (PE);2022;Homens;372
Tacaratu (PE);2022;Mulheres;421
Tamandaré (PE);2022;Total;1988
Tamandaré (PE);2022;Homens;1006
Tamandaré (PE);2022;Mulheres;982
Taquaritinga do Norte (PE);2022;Total;1260
Taquaritinga do Norte (PE);2022;Homens;710
Taquaritinga do Norte (PE);2022;Mulheres;549
Terezinha (PE);2022;Total;468
Terezinha (PE);2022;Homens;205
Terezinha (PE);2022;Mulheres;263
Terra Nova (PE);2022;Total;507
Terra Nova (PE);2022;Homens;252
Terra Nova (PE);2022;Mulheres;255
Timbaúba (PE);2022;Total;1480
Timbaúba (PE);2022;Homens;693
Timbaúba (PE);2022;Mulheres;787
Toritama (PE);2022;Total;3401
Toritama (PE);2022;Homens;1615
Toritama (PE);2022;Mulheres;1786
Tracunhaém (PE);2022;Total;769
Tracunhaém (PE);2022;Homens;364
Tracunhaém (PE);2022;Mulheres;405
Trindade (PE);2022;Total;970
Trindade (PE);2022;Homens;512
Trindade (PE);2022;Mulheres;457
Triunfo (PE);2022;Total;1073
Triunfo (PE);2022;Homens;475
Triunfo (PE);2022;Mulheres;598
Tupanatinga (PE);2022;Total;697
Tupanatinga (PE);2022;Homens;347
Tupanatinga (PE);2022;Mulheres;350
Tuparetama (PE);2022;Total;471
Tuparetama (PE);2022;Homens;201
Tuparetama (PE);2022;Mulheres;271
Venturosa (PE);2022;Total;1334
Venturosa (PE);2022;Homens;582
Venturosa (PE);2022;Mulheres;752
Verdejante (PE);2022;Total;557
Verdejante (PE);2022;Homens;290
Verdejante (PE);2022;Mulheres;267
Vertente do Lério (PE);2022;Total;480
Vertente do Lério (PE);2022;Homens;238
Vertente do Lério (PE);2022;Mulheres;243
Vertentes (PE);2022;Total;1302
Vertentes (PE);2022;Homens;650
Vertentes (PE);2022;Mulheres;651
Vicência (PE);2022;Total;902
Vicência (PE);2022;Homens;464
Vicência (PE);2022;Mulheres;438
Vitória de Santo Antão (PE);2022;Total;5821
Vitória de Santo Antão (PE);2022;Homens;2782
Vitória de Santo Antão (PE);2022;Mulheres;3040
Xexéu (PE);2022;Total;415
Xexéu (PE);2022;Homens;225
Xexéu (PE);2022;Mulheres;189
Água Branca (AL);2022;Total;664
Água Branca (AL);2022;Homens;335
Água Branca (AL);2022;Mulheres;328
Anadia (AL);2022;Total;689
Anadia (AL);2022;Homens;307
Anadia (AL);2022;Mulheres;382
Arapiraca (AL);2022;Total;12905
Arapiraca (AL);2022;Homens;5879
Arapiraca (AL);2022;Mulheres;7026
Atalaia (AL);2022;Total;1816
Atalaia (AL);2022;Homens;806
Atalaia (AL);2022;Mulheres;1010
Barra de Santo Antônio (AL);2022;Total;1969
Barra de Santo Antônio (AL);2022;Homens;945
Barra de Santo Antônio (AL);2022;Mulheres;1025
Barra de São Miguel (AL);2022;Total;426
Barra de São Miguel (AL);2022;Homens;188
Barra de São Miguel (AL);2022;Mulheres;238
Batalha (AL);2022;Total;916
Batalha (AL);2022;Homens;416
Batalha (AL);2022;Mulheres;501
Belém (AL);2022;Total;325
Belém (AL);2022;Homens;139
Belém (AL);2022;Mulheres;187
Belo Monte (AL);2022;Total;254
Belo Monte (AL);2022;Homens;137
Belo Monte (AL);2022;Mulheres;117
Boca da Mata (AL);2022;Total;837
Boca da Mata (AL);2022;Homens;370
Boca da Mata (AL);2022;Mulheres;467
Branquinha (AL);2022;Total;596
Branquinha (AL);2022;Homens;263
Branquinha (AL);2022;Mulheres;332
Cacimbinhas (AL);2022;Total;542
Cacimbinhas (AL);2022;Homens;265
Cacimbinhas (AL);2022;Mulheres;277
Cajueiro (AL);2022;Total;412
Cajueiro (AL);2022;Homens;211
Cajueiro (AL);2022;Mulheres;201
Campestre (AL);2022;Total;431
Campestre (AL);2022;Homens;195
Campestre (AL);2022;Mulheres;236
Campo Alegre (AL);2022;Total;2062
Campo Alegre (AL);2022;Homens;945
Campo Alegre (AL);2022;Mulheres;1117
Campo Grande (AL);2022;Total;219
Campo Grande (AL);2022;Homens;96
Campo Grande (AL);2022;Mulheres;123
Canapi (AL);2022;Total;1202
Canapi (AL);2022;Homens;589
Canapi (AL);2022;Mulheres;613
Capela (AL);2022;Total;653
Capela (AL);2022;Homens;327
Capela (AL);2022;Mulheres;327
Carneiros (AL);2022;Total;839
Carneiros (AL);2022;Homens;425
Carneiros (AL);2022;Mulheres;414
Chã Preta (AL);2022;Total;321
Chã Preta (AL);2022;Homens;126
Chã Preta (AL);2022;Mulheres;194
Coité do Nóia (AL);2022;Total;787
Coité do Nóia (AL);2022;Homens;370
Coité do Nóia (AL);2022;Mulheres;417
Colônia Leopoldina (AL);2022;Total;899
Colônia Leopoldina (AL);2022;Homens;402
Colônia Leopoldina (AL);2022;Mulheres;496
Coqueiro Seco (AL);2022;Total;314
Coqueiro Seco (AL);2022;Homens;140
Coqueiro Seco (AL);2022;Mulheres;174
Coruripe (AL);2022;Total;3571
Coruripe (AL);2022;Homens;1559
Coruripe (AL);2022;Mulheres;2012
Craíbas (AL);2022;Total;1530
Craíbas (AL);2022;Homens;732
Craíbas (AL);2022;Mulheres;797
Delmiro Gouveia (AL);2022;Total;4024
Delmiro Gouveia (AL);2022;Homens;2076
Delmiro Gouveia (AL);2022;Mulheres;1948
Dois Riachos (AL);2022;Total;906
Dois Riachos (AL);2022;Homens;465
Dois Riachos (AL);2022;Mulheres;440
Estrela de Alagoas (AL);2022;Total;924
Estrela de Alagoas (AL);2022;Homens;465
Estrela de Alagoas (AL);2022;Mulheres;459
Feira Grande (AL);2022;Total;968
Feira Grande (AL);2022;Homens;465
Feira Grande (AL);2022;Mulheres;503
Feliz Deserto (AL);2022;Total;296
Feliz Deserto (AL);2022;Homens;141
Feliz Deserto (AL);2022;Mulheres;155
Flexeiras (AL);2022;Total;442
Flexeiras (AL);2022;Homens;181
Flexeiras (AL);2022;Mulheres;260
Girau do Ponciano (AL);2022;Total;2310
Girau do Ponciano (AL);2022;Homens;1235
Girau do Ponciano (AL);2022;Mulheres;1075
Ibateguara (AL);2022;Total;830
Ibateguara (AL);2022;Homens;406
Ibateguara (AL);2022;Mulheres;424
Igaci (AL);2022;Total;1541
Igaci (AL);2022;Homens;786
Igaci (AL);2022;Mulheres;755
Igreja Nova (AL);2022;Total;674
Igreja Nova (AL);2022;Homens;327
Igreja Nova (AL);2022;Mulheres;346
Inhapi (AL);2022;Total;910
Inhapi (AL);2022;Homens;455
Inhapi (AL);2022;Mulheres;455
Jacaré dos Homens (AL);2022;Total;145
Jacaré dos Homens (AL);2022;Homens;65
Jacaré dos Homens (AL);2022;Mulheres;80
Jacuípe (AL);2022;Total;320
Jacuípe (AL);2022;Homens;147
Jacuípe (AL);2022;Mulheres;172
Japaratinga (AL);2022;Total;1054
Japaratinga (AL);2022;Homens;513
Japaratinga (AL);2022;Mulheres;541
Jaramataia (AL);2022;Total;318
Jaramataia (AL);2022;Homens;143
Jaramataia (AL);2022;Mulheres;175
Jequiá da Praia (AL);2022;Total;767
Jequiá da Praia (AL);2022;Homens;341
Jequiá da Praia (AL);2022;Mulheres;426
Joaquim Gomes (AL);2022;Total;1197
Joaquim Gomes (AL);2022;Homens;619
Joaquim Gomes (AL);2022;Mulheres;579
Jundiá (AL);2022;Total;235
Jundiá (AL);2022;Homens;106
Jundiá (AL);2022;Mulheres;130
Junqueiro (AL);2022;Total;1121
Junqueiro (AL);2022;Homens;442
Junqueiro (AL);2022;Mulheres;679
Lagoa da Canoa (AL);2022;Total;1034
Lagoa da Canoa (AL);2022;Homens;454
Lagoa da Canoa (AL);2022;Mulheres;580
Limoeiro de Anadia (AL);2022;Total;1820
Limoeiro de Anadia (AL);2022;Homens;815
Limoeiro de Anadia (AL);2022;Mulheres;1005
Maceió (AL);2022;Total;40271
Maceió (AL);2022;Homens;19550
Maceió (AL);2022;Mulheres;20720
Major Isidoro (AL);2022;Total;901
Major Isidoro (AL);2022;Homens;475
Major Isidoro (AL);2022;Mulheres;426
Maragogi (AL);2022;Total;1983
Maragogi (AL);2022;Homens;860
Maragogi (AL);2022;Mulheres;1124
Maravilha (AL);2022;Total;638
Maravilha (AL);2022;Homens;313
Maravilha (AL);2022;Mulheres;325
Marechal Deodoro (AL);2022;Total;7125
Marechal Deodoro (AL);2022;Homens;3416
Marechal Deodoro (AL);2022;Mulheres;3708
Maribondo (AL);2022;Total;1057
Maribondo (AL);2022;Homens;472
Maribondo (AL);2022;Mulheres;585
Mar Vermelho (AL);2022;Total;258
Mar Vermelho (AL);2022;Homens;117
Mar Vermelho (AL);2022;Mulheres;140
Mata Grande (AL);2022;Total;942
Mata Grande (AL);2022;Homens;539
Mata Grande (AL);2022;Mulheres;403
Matriz de Camaragibe (AL);2022;Total;1335
Matriz de Camaragibe (AL);2022;Homens;615
Matriz de Camaragibe (AL);2022;Mulheres;720
Messias (AL);2022;Total;759
Messias (AL);2022;Homens;349
Messias (AL);2022;Mulheres;410
Minador do Negrão (AL);2022;Total;364
Minador do Negrão (AL);2022;Homens;175
Minador do Negrão (AL);2022;Mulheres;189
Monteirópolis (AL);2022;Total;634
Monteirópolis (AL);2022;Homens;302
Monteirópolis (AL);2022;Mulheres;332
Murici (AL);2022;Total;1151
Murici (AL);2022;Homens;549
Murici (AL);2022;Mulheres;602
Novo Lino (AL);2022;Total;582
Novo Lino (AL);2022;Homens;296
Novo Lino (AL);2022;Mulheres;286
Olho d'Água das Flores (AL);2022;Total;995
Olho d'Água das Flores (AL);2022;Homens;409
Olho d'Água das Flores (AL);2022;Mulheres;587
Olho d'Água do Casado (AL);2022;Total;447
Olho d'Água do Casado (AL);2022;Homens;229
Olho d'Água do Casado (AL);2022;Mulheres;218
Olho d'Água Grande (AL);2022;Total;118
Olho d'Água Grande (AL);2022;Homens;55
Olho d'Água Grande (AL);2022;Mulheres;63
Olivença (AL);2022;Total;605
Olivença (AL);2022;Homens;281
Olivença (AL);2022;Mulheres;324
Ouro Branco (AL);2022;Total;873
Ouro Branco (AL);2022;Homens;399
Ouro Branco (AL);2022;Mulheres;474
Palestina (AL);2022;Total;388
Palestina (AL);2022;Homens;202
Palestina (AL);2022;Mulheres;186
Palmeira dos Índios (AL);2022;Total;2280
Palmeira dos Índios (AL);2022;Homens;1168
Palmeira dos Índios (AL);2022;Mulheres;1111
Pão de Açúcar (AL);2022;Total;889
Pão de Açúcar (AL);2022;Homens;507
Pão de Açúcar (AL);2022;Mulheres;382
Pariconha (AL);2022;Total;422
Pariconha (AL);2022;Homens;218
Pariconha (AL);2022;Mulheres;204
Paripueira (AL);2022;Total;1835
Paripueira (AL);2022;Homens;932
Paripueira (AL);2022;Mulheres;903
Passo de Camaragibe (AL);2022;Total;964
Passo de Camaragibe (AL);2022;Homens;437
Passo de Camaragibe (AL);2022;Mulheres;527
Paulo Jacinto (AL);2022;Total;373
Paulo Jacinto (AL);2022;Homens;171
Paulo Jacinto (AL);2022;Mulheres;202
Penedo (AL);2022;Total;3354
Penedo (AL);2022;Homens;1499
Penedo (AL);2022;Mulheres;1855
Piaçabuçu (AL);2022;Total;579
Piaçabuçu (AL);2022;Homens;286
Piaçabuçu (AL);2022;Mulheres;293
Pilar (AL);2022;Total;2078
Pilar (AL);2022;Homens;1003
Pilar (AL);2022;Mulheres;1075
Pindoba (AL);2022;Total;84
Pindoba (AL);2022;Homens;38
Pindoba (AL);2022;Mulheres;46
Piranhas (AL);2022;Total;1392
Piranhas (AL);2022;Homens;733
Piranhas (AL);2022;Mulheres;660
Poço das Trincheiras (AL);2022;Total;851
Poço das Trincheiras (AL);2022;Homens;382
Poço das Trincheiras (AL);2022;Mulheres;469
Porto Calvo (AL);2022;Total;1211
Porto Calvo (AL);2022;Homens;545
Porto Calvo (AL);2022;Mulheres;666
Porto de Pedras (AL);2022;Total;992
Porto de Pedras (AL);2022;Homens;476
Porto de Pedras (AL);2022;Mulheres;515
Porto Real do Colégio (AL);2022;Total;877
Porto Real do Colégio (AL);2022;Homens;396
Porto Real do Colégio (AL);2022;Mulheres;481
Quebrangulo (AL);2022;Total;519
Quebrangulo (AL);2022;Homens;255
Quebrangulo (AL);2022;Mulheres;264
Rio Largo (AL);2022;Total;10547
Rio Largo (AL);2022;Homens;5012
Rio Largo (AL);2022;Mulheres;5535
Roteiro (AL);2022;Total;366
Roteiro (AL);2022;Homens;189
Roteiro (AL);2022;Mulheres;177
Santa Luzia do Norte (AL);2022;Total;310
Santa Luzia do Norte (AL);2022;Homens;146
Santa Luzia do Norte (AL);2022;Mulheres;164
Santana do Ipanema (AL);2022;Total;2559
Santana do Ipanema (AL);2022;Homens;1264
Santana do Ipanema (AL);2022;Mulheres;1295
Santana do Mundaú (AL);2022;Total;821
Santana do Mundaú (AL);2022;Homens;363
Santana do Mundaú (AL);2022;Mulheres;458
São Brás (AL);2022;Total;191
São Brás (AL);2022;Homens;102
São Brás (AL);2022;Mulheres;89
São José da Laje (AL);2022;Total;1494
São José da Laje (AL);2022;Homens;649
São José da Laje (AL);2022;Mulheres;845
São José da Tapera (AL);2022;Total;1481
São José da Tapera (AL);2022;Homens;599
São José da Tapera (AL);2022;Mulheres;883
São Luís do Quitunde (AL);2022;Total;1127
São Luís do Quitunde (AL);2022;Homens;549
São Luís do Quitunde (AL);2022;Mulheres;578
São Miguel dos Campos (AL);2022;Total;3037
São Miguel dos Campos (AL);2022;Homens;1382
São Miguel dos Campos (AL);2022;Mulheres;1654
São Miguel dos Milagres (AL);2022;Total;1101
São Miguel dos Milagres (AL);2022;Homens;486
São Miguel dos Milagres (AL);2022;Mulheres;615
São Sebastião (AL);2022;Total;2203
São Sebastião (AL);2022;Homens;998
São Sebastião (AL);2022;Mulheres;1205
Satuba (AL);2022;Total;5517
Satuba (AL);2022;Homens;2629
Satuba (AL);2022;Mulheres;2887
Senador Rui Palmeira (AL);2022;Total;487
Senador Rui Palmeira (AL);2022;Homens;220
Senador Rui Palmeira (AL);2022;Mulheres;267
Tanque d'Arca (AL);2022;Total;285
Tanque d'Arca (AL);2022;Homens;124
Tanque d'Arca (AL);2022;Mulheres;161
Taquarana (AL);2022;Total;1000
Taquarana (AL);2022;Homens;506
Taquarana (AL);2022;Mulheres;494
Teotônio Vilela (AL);2022;Total;2749
Teotônio Vilela (AL);2022;Homens;1236
Teotônio Vilela (AL);2022;Mulheres;1514
Traipu (AL);2022;Total;827
Traipu (AL);2022;Homens;375
Traipu (AL);2022;Mulheres;453
União dos Palmares (AL);2022;Total;2931
União dos Palmares (AL);2022;Homens;1375
União dos Palmares (AL);2022;Mulheres;1556
Viçosa (AL);2022;Total;1091
Viçosa (AL);2022;Homens;620
Viçosa (AL);2022;Mulheres;472
Amparo do São Francisco (SE);2022;Total;143
Amparo do São Francisco (SE);2022;Homens;69
Amparo do São Francisco (SE);2022;Mulheres;74
Aquidabã (SE);2022;Total;1021
Aquidabã (SE);2022;Homens;544
Aquidabã (SE);2022;Mulheres;478
Aracaju (SE);2022;Total;36024
Aracaju (SE);2022;Homens;16608
Aracaju (SE);2022;Mulheres;19416
Arauá (SE);2022;Total;848
Arauá (SE);2022;Homens;362
Arauá (SE);2022;Mulheres;486
Areia Branca (SE);2022;Total;2083
Areia Branca (SE);2022;Homens;1394
Areia Branca (SE);2022;Mulheres;689
Barra dos Coqueiros (SE);2022;Total;12077
Barra dos Coqueiros (SE);2022;Homens;5744
Barra dos Coqueiros (SE);2022;Mulheres;6333
Boquim (SE);2022;Total;1696
Boquim (SE);2022;Homens;818
Boquim (SE);2022;Mulheres;878
Brejo Grande (SE);2022;Total;349
Brejo Grande (SE);2022;Homens;134
Brejo Grande (SE);2022;Mulheres;215
Campo do Brito (SE);2022;Total;1287
Campo do Brito (SE);2022;Homens;659
Campo do Brito (SE);2022;Mulheres;628
Canhoba (SE);2022;Total;203
Canhoba (SE);2022;Homens;85
Canhoba (SE);2022;Mulheres;117
Canindé de São Francisco (SE);2022;Total;1435
Canindé de São Francisco (SE);2022;Homens;703
Canindé de São Francisco (SE);2022;Mulheres;732
Capela (SE);2022;Total;1663
Capela (SE);2022;Homens;761
Capela (SE);2022;Mulheres;901
Carira (SE);2022;Total;1010
Carira (SE);2022;Homens;475
Carira (SE);2022;Mulheres;535
Carmópolis (SE);2022;Total;895
Carmópolis (SE);2022;Homens;431
Carmópolis (SE);2022;Mulheres;464
Cedro de São João (SE);2022;Total;196
Cedro de São João (SE);2022;Homens;82
Cedro de São João (SE);2022;Mulheres;114
Cristinápolis (SE);2022;Total;726
Cristinápolis (SE);2022;Homens;368
Cristinápolis (SE);2022;Mulheres;358
Cumbe (SE);2022;Total;294
Cumbe (SE);2022;Homens;107
Cumbe (SE);2022;Mulheres;187
Divina Pastora (SE);2022;Total;335
Divina Pastora (SE);2022;Homens;153
Divina Pastora (SE);2022;Mulheres;183
Estância (SE);2022;Total;4175
Estância (SE);2022;Homens;2079
Estância (SE);2022;Mulheres;2096
Feira Nova (SE);2022;Total;641
Feira Nova (SE);2022;Homens;302
Feira Nova (SE);2022;Mulheres;339
Frei Paulo (SE);2022;Total;1087
Frei Paulo (SE);2022;Homens;510
Frei Paulo (SE);2022;Mulheres;578
Gararu (SE);2022;Total;486
Gararu (SE);2022;Homens;200
Gararu (SE);2022;Mulheres;286
General Maynard (SE);2022;Total;244
General Maynard (SE);2022;Homens;112
General Maynard (SE);2022;Mulheres;132
Graccho Cardoso (SE);2022;Total;277
Graccho Cardoso (SE);2022;Homens;121
Graccho Cardoso (SE);2022;Mulheres;156
Ilha das Flores (SE);2022;Total;505
Ilha das Flores (SE);2022;Homens;259
Ilha das Flores (SE);2022;Mulheres;245
Indiaroba (SE);2022;Total;1381
Indiaroba (SE);2022;Homens;652
Indiaroba (SE);2022;Mulheres;728
Itabaiana (SE);2022;Total;6849
Itabaiana (SE);2022;Homens;3283
Itabaiana (SE);2022;Mulheres;3565
Itabaianinha (SE);2022;Total;1255
Itabaianinha (SE);2022;Homens;644
Itabaianinha (SE);2022;Mulheres;612
Itabi (SE);2022;Total;323
Itabi (SE);2022;Homens;129
Itabi (SE);2022;Mulheres;195
Itaporanga d'Ajuda (SE);2022;Total;2212
Itaporanga d'Ajuda (SE);2022;Homens;1032
Itaporanga d'Ajuda (SE);2022;Mulheres;1180
Japaratuba (SE);2022;Total;1278
Japaratuba (SE);2022;Homens;605
Japaratuba (SE);2022;Mulheres;673
Japoatã (SE);2022;Total;1116
Japoatã (SE);2022;Homens;580
Japoatã (SE);2022;Mulheres;536
Lagarto (SE);2022;Total;5833
Lagarto (SE);2022;Homens;2746
Lagarto (SE);2022;Mulheres;3088
Laranjeiras (SE);2022;Total;585
Laranjeiras (SE);2022;Homens;241
Laranjeiras (SE);2022;Mulheres;344
Macambira (SE);2022;Total;419
Macambira (SE);2022;Homens;204
Macambira (SE);2022;Mulheres;215
Malhada dos Bois (SE);2022;Total;276
Malhada dos Bois (SE);2022;Homens;122
Malhada dos Bois (SE);2022;Mulheres;154
Malhador (SE);2022;Total;585
Malhador (SE);2022;Homens;242
Malhador (SE);2022;Mulheres;343
Maruim (SE);2022;Total;667
Maruim (SE);2022;Homens;299
Maruim (SE);2022;Mulheres;368
Moita Bonita (SE);2022;Total;621
Moita Bonita (SE);2022;Homens;262
Moita Bonita (SE);2022;Mulheres;359
Monte Alegre de Sergipe (SE);2022;Total;872
Monte Alegre de Sergipe (SE);2022;Homens;386
Monte Alegre de Sergipe (SE);2022;Mulheres;486
Muribeca (SE);2022;Total;661
Muribeca (SE);2022;Homens;300
Muribeca (SE);2022;Mulheres;362
Neópolis (SE);2022;Total;987
Neópolis (SE);2022;Homens;408
Neópolis (SE);2022;Mulheres;579
Nossa Senhora Aparecida (SE);2022;Total;909
Nossa Senhora Aparecida (SE);2022;Homens;441
Nossa Senhora Aparecida (SE);2022;Mulheres;468
Nossa Senhora da Glória (SE);2022;Total;3752
Nossa Senhora da Glória (SE);2022;Homens;1801
Nossa Senhora da Glória (SE);2022;Mulheres;1951
Nossa Senhora das Dores (SE);2022;Total;1538
Nossa Senhora das Dores (SE);2022;Homens;668
Nossa Senhora das Dores (SE);2022;Mulheres;871
Nossa Senhora de Lourdes (SE);2022;Total;515
Nossa Senhora de Lourdes (SE);2022;Homens;230
Nossa Senhora de Lourdes (SE);2022;Mulheres;285
Nossa Senhora do Socorro (SE);2022;Total;23320
Nossa Senhora do Socorro (SE);2022;Homens;10752
Nossa Senhora do Socorro (SE);2022;Mulheres;12568
Pacatuba (SE);2022;Total;367
Pacatuba (SE);2022;Homens;150
Pacatuba (SE);2022;Mulheres;217
Pedra Mole (SE);2022;Total;60
Pedra Mole (SE);2022;Homens;33
Pedra Mole (SE);2022;Mulheres;27
Pedrinhas (SE);2022;Total;457
Pedrinhas (SE);2022;Homens;247
Pedrinhas (SE);2022;Mulheres;210
Pinhão (SE);2022;Total;284
Pinhão (SE);2022;Homens;150
Pinhão (SE);2022;Mulheres;134
Pirambu (SE);2022;Total;620
Pirambu (SE);2022;Homens;314
Pirambu (SE);2022;Mulheres;307
Poço Redondo (SE);2022;Total;2122
Poço Redondo (SE);2022;Homens;1048
Poço Redondo (SE);2022;Mulheres;1075
Poço Verde (SE);2022;Total;1341
Poço Verde (SE);2022;Homens;729
Poço Verde (SE);2022;Mulheres;612
Porto da Folha (SE);2022;Total;956
Porto da Folha (SE);2022;Homens;446
Porto da Folha (SE);2022;Mulheres;510
Propriá (SE);2022;Total;1817
Propriá (SE);2022;Homens;729
Propriá (SE);2022;Mulheres;1088
Riachão do Dantas (SE);2022;Total;438
Riachão do Dantas (SE);2022;Homens;215
Riachão do Dantas (SE);2022;Mulheres;223
Riachuelo (SE);2022;Total;405
Riachuelo (SE);2022;Homens;167
Riachuelo (SE);2022;Mulheres;238
Ribeirópolis (SE);2022;Total;738
Ribeirópolis (SE);2022;Homens;331
Ribeirópolis (SE);2022;Mulheres;408
Rosário do Catete (SE);2022;Total;680
Rosário do Catete (SE);2022;Homens;278
Rosário do Catete (SE);2022;Mulheres;401
Salgado (SE);2022;Total;1586
Salgado (SE);2022;Homens;825
Salgado (SE);2022;Mulheres;761
Santa Luzia do Itanhy (SE);2022;Total;774
Santa Luzia do Itanhy (SE);2022;Homens;325
Santa Luzia do Itanhy (SE);2022;Mulheres;449
Santana do São Francisco (SE);2022;Total;484
Santana do São Francisco (SE);2022;Homens;248
