nome;ano;sexo;n
Santa Margarida (MG);2022;Homens;257
Santa Margarida (MG);2022;Mulheres;267
Santa Maria de Itabira (MG);2022;Total;421
Santa Maria de Itabira (MG);2022;Homens;224
Santa Maria de Itabira (MG);2022;Mulheres;197
Santa Maria do Salto (MG);2022;Total;482
Santa Maria do Salto (MG);2022;Homens;250
Santa Maria do Salto (MG);2022;Mulheres;232
Santa Maria do Suaçuí (MG);2022;Total;870
Santa Maria do Suaçuí (MG);2022;Homens;410
Santa Maria do Suaçuí (MG);2022;Mulheres;459
Santana da Vargem (MG);2022;Total;425
Santana da Vargem (MG);2022;Homens;228
Santana da Vargem (MG);2022;Mulheres;197
Santana de Cataguases (MG);2022;Total;319
Santana de Cataguases (MG);2022;Homens;146
Santana de Cataguases (MG);2022;Mulheres;173
Santana de Pirapama (MG);2022;Total;248
Santana de Pirapama (MG);2022;Homens;129
Santana de Pirapama (MG);2022;Mulheres;119
Santana do Deserto (MG);2022;Total;282
Santana do Deserto (MG);2022;Homens;120
Santana do Deserto (MG);2022;Mulheres;162
Santana do Garambéu (MG);2022;Total;162
Santana do Garambéu (MG);2022;Homens;61
Santana do Garambéu (MG);2022;Mulheres;101
Santana do Jacaré (MG);2022;Total;276
Santana do Jacaré (MG);2022;Homens;141
Santana do Jacaré (MG);2022;Mulheres;135
Santana do Manhuaçu (MG);2022;Total;390
Santana do Manhuaçu (MG);2022;Homens;215
Santana do Manhuaçu (MG);2022;Mulheres;175
Santana do Paraíso (MG);2022;Total;5112
Santana do Paraíso (MG);2022;Homens;2461
Santana do Paraíso (MG);2022;Mulheres;2651
Santana do Riacho (MG);2022;Total;728
Santana do Riacho (MG);2022;Homens;361
Santana do Riacho (MG);2022;Mulheres;367
Santana dos Montes (MG);2022;Total;252
Santana dos Montes (MG);2022;Homens;135
Santana dos Montes (MG);2022;Mulheres;117
Santa Rita de Caldas (MG);2022;Total;481
Santa Rita de Caldas (MG);2022;Homens;204
Santa Rita de Caldas (MG);2022;Mulheres;277
Santa Rita de Jacutinga (MG);2022;Total;396
Santa Rita de Jacutinga (MG);2022;Homens;204
Santa Rita de Jacutinga (MG);2022;Mulheres;193
Santa Rita de Minas (MG);2022;Total;589
Santa Rita de Minas (MG);2022;Homens;317
Santa Rita de Minas (MG);2022;Mulheres;273
Santa Rita de Ibitipoca (MG);2022;Total;219
Santa Rita de Ibitipoca (MG);2022;Homens;127
Santa Rita de Ibitipoca (MG);2022;Mulheres;92
Santa Rita do Itueto (MG);2022;Total;665
Santa Rita do Itueto (MG);2022;Homens;310
Santa Rita do Itueto (MG);2022;Mulheres;355
Santa Rita do Sapucaí (MG);2022;Total;2329
Santa Rita do Sapucaí (MG);2022;Homens;1078
Santa Rita do Sapucaí (MG);2022;Mulheres;1251
Santa Rosa da Serra (MG);2022;Total;231
Santa Rosa da Serra (MG);2022;Homens;122
Santa Rosa da Serra (MG);2022;Mulheres;109
Santa Vitória (MG);2022;Total;2189
Santa Vitória (MG);2022;Homens;1053
Santa Vitória (MG);2022;Mulheres;1137
Santo Antônio do Amparo (MG);2022;Total;756
Santo Antônio do Amparo (MG);2022;Homens;297
Santo Antônio do Amparo (MG);2022;Mulheres;460
Santo Antônio do Aventureiro (MG);2022;Total;440
Santo Antônio do Aventureiro (MG);2022;Homens;215
Santo Antônio do Aventureiro (MG);2022;Mulheres;225
Santo Antônio do Grama (MG);2022;Total;258
Santo Antônio do Grama (MG);2022;Homens;121
Santo Antônio do Grama (MG);2022;Mulheres;137
Santo Antônio do Itambé (MG);2022;Total;114
Santo Antônio do Itambé (MG);2022;Homens;64
Santo Antônio do Itambé (MG);2022;Mulheres;50
Santo Antônio do Jacinto (MG);2022;Total;616
Santo Antônio do Jacinto (MG);2022;Homens;314
Santo Antônio do Jacinto (MG);2022;Mulheres;302
Santo Antônio do Monte (MG);2022;Total;1065
Santo Antônio do Monte (MG);2022;Homens;533
Santo Antônio do Monte (MG);2022;Mulheres;532
Santo Antônio do Retiro (MG);2022;Total;453
Santo Antônio do Retiro (MG);2022;Homens;222
Santo Antônio do Retiro (MG);2022;Mulheres;231
Santo Antônio do Rio Abaixo (MG);2022;Total;138
Santo Antônio do Rio Abaixo (MG);2022;Homens;69
Santo Antônio do Rio Abaixo (MG);2022;Mulheres;69
Santo Hipólito (MG);2022;Total;270
Santo Hipólito (MG);2022;Homens;134
Santo Hipólito (MG);2022;Mulheres;136
Santos Dumont (MG);2022;Total;1678
Santos Dumont (MG);2022;Homens;703
Santos Dumont (MG);2022;Mulheres;975
São Bento Abade (MG);2022;Total;394
São Bento Abade (MG);2022;Homens;199
São Bento Abade (MG);2022;Mulheres;195
São Brás do Suaçuí (MG);2022;Total;328
São Brás do Suaçuí (MG);2022;Homens;170
São Brás do Suaçuí (MG);2022;Mulheres;158
São Domingos das Dores (MG);2022;Total;607
São Domingos das Dores (MG);2022;Homens;300
São Domingos das Dores (MG);2022;Mulheres;308
São Domingos do Prata (MG);2022;Total;799
São Domingos do Prata (MG);2022;Homens;386
São Domingos do Prata (MG);2022;Mulheres;412
São Félix de Minas (MG);2022;Total;304
São Félix de Minas (MG);2022;Homens;129
São Félix de Minas (MG);2022;Mulheres;175
São Francisco (MG);2022;Total;2615
São Francisco (MG);2022;Homens;1290
São Francisco (MG);2022;Mulheres;1324
São Francisco de Paula (MG);2022;Total;256
São Francisco de Paula (MG);2022;Homens;97
São Francisco de Paula (MG);2022;Mulheres;159
São Francisco de Sales (MG);2022;Total;636
São Francisco de Sales (MG);2022;Homens;305
São Francisco de Sales (MG);2022;Mulheres;331
São Francisco do Glória (MG);2022;Total;468
São Francisco do Glória (MG);2022;Homens;207
São Francisco do Glória (MG);2022;Mulheres;261
São Geraldo (MG);2022;Total;1105
São Geraldo (MG);2022;Homens;580
São Geraldo (MG);2022;Mulheres;525
São Geraldo da Piedade (MG);2022;Total;285
São Geraldo da Piedade (MG);2022;Homens;141
São Geraldo da Piedade (MG);2022;Mulheres;144
São Geraldo do Baixio (MG);2022;Total;350
São Geraldo do Baixio (MG);2022;Homens;144
São Geraldo do Baixio (MG);2022;Mulheres;206
São Gonçalo do Abaeté (MG);2022;Total;887
São Gonçalo do Abaeté (MG);2022;Homens;462
São Gonçalo do Abaeté (MG);2022;Mulheres;425
São Gonçalo do Pará (MG);2022;Total;1199
São Gonçalo do Pará (MG);2022;Homens;608
São Gonçalo do Pará (MG);2022;Mulheres;591
São Gonçalo do Rio Abaixo (MG);2022;Total;776
São Gonçalo do Rio Abaixo (MG);2022;Homens;364
São Gonçalo do Rio Abaixo (MG);2022;Mulheres;413
São Gonçalo do Sapucaí (MG);2022;Total;1041
São Gonçalo do Sapucaí (MG);2022;Homens;536
São Gonçalo do Sapucaí (MG);2022;Mulheres;505
São Gotardo (MG);2022;Total;3762
São Gotardo (MG);2022;Homens;1922
São Gotardo (MG);2022;Mulheres;1840
São João Batista do Glória (MG);2022;Total;639
São João Batista do Glória (MG);2022;Homens;323
São João Batista do Glória (MG);2022;Mulheres;315
São João da Lagoa (MG);2022;Total;506
São João da Lagoa (MG);2022;Homens;248
São João da Lagoa (MG);2022;Mulheres;258
São João da Mata (MG);2022;Total;191
São João da Mata (MG);2022;Homens;73
São João da Mata (MG);2022;Mulheres;117
São João da Ponte (MG);2022;Total;1055
São João da Ponte (MG);2022;Homens;473
São João da Ponte (MG);2022;Mulheres;583
São João das Missões (MG);2022;Total;358
São João das Missões (MG);2022;Homens;183
São João das Missões (MG);2022;Mulheres;176
São João del Rei (MG);2022;Total;5966
São João del Rei (MG);2022;Homens;2907
São João del Rei (MG);2022;Mulheres;3060
São João do Manhuaçu (MG);2022;Total;992
São João do Manhuaçu (MG);2022;Homens;445
São João do Manhuaçu (MG);2022;Mulheres;547
São João do Manteninha (MG);2022;Total;641
São João do Manteninha (MG);2022;Homens;300
São João do Manteninha (MG);2022;Mulheres;341
São João do Oriente (MG);2022;Total;439
São João do Oriente (MG);2022;Homens;238
São João do Oriente (MG);2022;Mulheres;200
São João do Pacuí (MG);2022;Total;295
São João do Pacuí (MG);2022;Homens;145
São João do Pacuí (MG);2022;Mulheres;150
São João do Paraíso (MG);2022;Total;1329
São João do Paraíso (MG);2022;Homens;646
São João do Paraíso (MG);2022;Mulheres;683
São João Evangelista (MG);2022;Total;954
São João Evangelista (MG);2022;Homens;440
São João Evangelista (MG);2022;Mulheres;514
São João Nepomuceno (MG);2022;Total;964
São João Nepomuceno (MG);2022;Homens;509
São João Nepomuceno (MG);2022;Mulheres;455
São Joaquim de Bicas (MG);2022;Total;7096
São Joaquim de Bicas (MG);2022;Homens;4754
São Joaquim de Bicas (MG);2022;Mulheres;2342
São José da Barra (MG);2022;Total;1211
São José da Barra (MG);2022;Homens;606
São José da Barra (MG);2022;Mulheres;605
São José da Lapa (MG);2022;Total;2406
São José da Lapa (MG);2022;Homens;1143
São José da Lapa (MG);2022;Mulheres;1263
São José da Safira (MG);2022;Total;178
São José da Safira (MG);2022;Homens;91
São José da Safira (MG);2022;Mulheres;87
São José da Varginha (MG);2022;Total;581
São José da Varginha (MG);2022;Homens;305
São José da Varginha (MG);2022;Mulheres;275
São José do Alegre (MG);2022;Total;404
São José do Alegre (MG);2022;Homens;188
São José do Alegre (MG);2022;Mulheres;215
São José do Divino (MG);2022;Total;266
São José do Divino (MG);2022;Homens;123
São José do Divino (MG);2022;Mulheres;142
São José do Goiabal (MG);2022;Total;356
São José do Goiabal (MG);2022;Homens;175
São José do Goiabal (MG);2022;Mulheres;181
São José do Jacuri (MG);2022;Total;400
São José do Jacuri (MG);2022;Homens;194
São José do Jacuri (MG);2022;Mulheres;206
São José do Mantimento (MG);2022;Total;199
São José do Mantimento (MG);2022;Homens;95
São José do Mantimento (MG);2022;Mulheres;104
São Lourenço (MG);2022;Total;4052
São Lourenço (MG);2022;Homens;1976
São Lourenço (MG);2022;Mulheres;2076
São Miguel do Anta (MG);2022;Total;360
São Miguel do Anta (MG);2022;Homens;188
São Miguel do Anta (MG);2022;Mulheres;173
São Pedro da União (MG);2022;Total;367
São Pedro da União (MG);2022;Homens;168
São Pedro da União (MG);2022;Mulheres;200
São Pedro dos Ferros (MG);2022;Total;367
São Pedro dos Ferros (MG);2022;Homens;185
São Pedro dos Ferros (MG);2022;Mulheres;182
São Pedro do Suaçuí (MG);2022;Total;306
São Pedro do Suaçuí (MG);2022;Homens;143
São Pedro do Suaçuí (MG);2022;Mulheres;163
São Romão (MG);2022;Total;491
São Romão (MG);2022;Homens;261
São Romão (MG);2022;Mulheres;230
São Roque de Minas (MG);2022;Total;655
São Roque de Minas (MG);2022;Homens;316
São Roque de Minas (MG);2022;Mulheres;339
São Sebastião da Bela Vista (MG);2022;Total;917
São Sebastião da Bela Vista (MG);2022;Homens;440
São Sebastião da Bela Vista (MG);2022;Mulheres;476
São Sebastião da Vargem Alegre (MG);2022;Total;368
São Sebastião da Vargem Alegre (MG);2022;Homens;212
São Sebastião da Vargem Alegre (MG);2022;Mulheres;156
São Sebastião do Anta (MG);2022;Total;569
São Sebastião do Anta (MG);2022;Homens;309
São Sebastião do Anta (MG);2022;Mulheres;259
São Sebastião do Maranhão (MG);2022;Total;615
São Sebastião do Maranhão (MG);2022;Homens;321
São Sebastião do Maranhão (MG);2022;Mulheres;294
São Sebastião do Oeste (MG);2022;Total;1808
São Sebastião do Oeste (MG);2022;Homens;973
São Sebastião do Oeste (MG);2022;Mulheres;835
São Sebastião do Paraíso (MG);2022;Total;3622
São Sebastião do Paraíso (MG);2022;Homens;1786
São Sebastião do Paraíso (MG);2022;Mulheres;1835
São Sebastião do Rio Preto (MG);2022;Total;48
São Sebastião do Rio Preto (MG);2022;Homens;32
São Sebastião do Rio Preto (MG);2022;Mulheres;16
São Sebastião do Rio Verde (MG);2022;Total;216
São Sebastião do Rio Verde (MG);2022;Homens;107
São Sebastião do Rio Verde (MG);2022;Mulheres;109
São Tiago (MG);2022;Total;670
São Tiago (MG);2022;Homens;336
São Tiago (MG);2022;Mulheres;334
São Tomás de Aquino (MG);2022;Total;341
São Tomás de Aquino (MG);2022;Homens;160
São Tomás de Aquino (MG);2022;Mulheres;180
São Tomé das Letras (MG);2022;Total;893
São Tomé das Letras (MG);2022;Homens;430
São Tomé das Letras (MG);2022;Mulheres;464
São Vicente de Minas (MG);2022;Total;549
São Vicente de Minas (MG);2022;Homens;259
São Vicente de Minas (MG);2022;Mulheres;290
Sapucaí-Mirim (MG);2022;Total;581
Sapucaí-Mirim (MG);2022;Homens;308
Sapucaí-Mirim (MG);2022;Mulheres;273
Sardoá (MG);2022;Total;225
Sardoá (MG);2022;Homens;89
Sardoá (MG);2022;Mulheres;137
Sarzedo (MG);2022;Total;3067
Sarzedo (MG);2022;Homens;1471
Sarzedo (MG);2022;Mulheres;1597
Setubinha (MG);2022;Total;276
Setubinha (MG);2022;Homens;150
Setubinha (MG);2022;Mulheres;126
Sem-Peixe (MG);2022;Total;196
Sem-Peixe (MG);2022;Homens;88
Sem-Peixe (MG);2022;Mulheres;108
Senador Amaral (MG);2022;Total;454
Senador Amaral (MG);2022;Homens;215
Senador Amaral (MG);2022;Mulheres;240
Senador Cortes (MG);2022;Total;35
Senador Cortes (MG);2022;Homens;13
Senador Cortes (MG);2022;Mulheres;22
Senador Firmino (MG);2022;Total;773
Senador Firmino (MG);2022;Homens;364
Senador Firmino (MG);2022;Mulheres;408
Senador José Bento (MG);2022;Total;348
Senador José Bento (MG);2022;Homens;171
Senador José Bento (MG);2022;Mulheres;177
Senador Modestino Gonçalves (MG);2022;Total;317
Senador Modestino Gonçalves (MG);2022;Homens;171
Senador Modestino Gonçalves (MG);2022;Mulheres;145
Senhora de Oliveira (MG);2022;Total;221
Senhora de Oliveira (MG);2022;Homens;98
Senhora de Oliveira (MG);2022;Mulheres;123
Senhora do Porto (MG);2022;Total;203
Senhora do Porto (MG);2022;Homens;73
Senhora do Porto (MG);2022;Mulheres;130
Senhora dos Remédios (MG);2022;Total;724
Senhora dos Remédios (MG);2022;Homens;304
Senhora dos Remédios (MG);2022;Mulheres;420
Sericita (MG);2022;Total;468
Sericita (MG);2022;Homens;180
Sericita (MG);2022;Mulheres;288
Seritinga (MG);2022;Total;263
Seritinga (MG);2022;Homens;131
Seritinga (MG);2022;Mulheres;133
Serra Azul de Minas (MG);2022;Total;69
Serra Azul de Minas (MG);2022;Homens;30
Serra Azul de Minas (MG);2022;Mulheres;39
Serra da Saudade (MG);2022;Total;60
Serra da Saudade (MG);2022;Homens;29
Serra da Saudade (MG);2022;Mulheres;31
Serra dos Aimorés (MG);2022;Total;700
Serra dos Aimorés (MG);2022;Homens;383
Serra dos Aimorés (MG);2022;Mulheres;316
Serra do Salitre (MG);2022;Total;1589
Serra do Salitre (MG);2022;Homens;774
Serra do Salitre (MG);2022;Mulheres;815
Serrania (MG);2022;Total;372
Serrania (MG);2022;Homens;176
Serrania (MG);2022;Mulheres;196
Serranópolis de Minas (MG);2022;Total;251
Serranópolis de Minas (MG);2022;Homens;135
Serranópolis de Minas (MG);2022;Mulheres;116
Serranos (MG);2022;Total;216
Serranos (MG);2022;Homens;88
Serranos (MG);2022;Mulheres;128
Serro (MG);2022;Total;1002
Serro (MG);2022;Homens;471
Serro (MG);2022;Mulheres;531
Sete Lagoas (MG);2022;Total;11927
Sete Lagoas (MG);2022;Homens;5916
Sete Lagoas (MG);2022;Mulheres;6011
Silveirânia (MG);2022;Total;252
Silveirânia (MG);2022;Homens;123
Silveirânia (MG);2022;Mulheres;129
Silvianópolis (MG);2022;Total;574
Silvianópolis (MG);2022;Homens;268
Silvianópolis (MG);2022;Mulheres;306
Simão Pereira (MG);2022;Total;298
Simão Pereira (MG);2022;Homens;146
Simão Pereira (MG);2022;Mulheres;152
Simonésia (MG);2022;Total;1270
Simonésia (MG);2022;Homens;570
Simonésia (MG);2022;Mulheres;700
Sobrália (MG);2022;Total;458
Sobrália (MG);2022;Homens;206
Sobrália (MG);2022;Mulheres;252
Soledade de Minas (MG);2022;Total;520
Soledade de Minas (MG);2022;Homens;236
Soledade de Minas (MG);2022;Mulheres;284
Tabuleiro (MG);2022;Total;503
Tabuleiro (MG);2022;Homens;251
Tabuleiro (MG);2022;Mulheres;252
Taiobeiras (MG);2022;Total;2286
Taiobeiras (MG);2022;Homens;1073
Taiobeiras (MG);2022;Mulheres;1213
Taparuba (MG);2022;Total;405
Taparuba (MG);2022;Homens;198
Taparuba (MG);2022;Mulheres;207
Tapira (MG);2022;Total;312
Tapira (MG);2022;Homens;147
Tapira (MG);2022;Mulheres;164
Tapiraí (MG);2022;Total;202
Tapiraí (MG);2022;Homens;103
Tapiraí (MG);2022;Mulheres;99
Taquaraçu de Minas (MG);2022;Total;696
Taquaraçu de Minas (MG);2022;Homens;353
Taquaraçu de Minas (MG);2022;Mulheres;343
Tarumirim (MG);2022;Total;1120
Tarumirim (MG);2022;Homens;557
Tarumirim (MG);2022;Mulheres;563
Teixeiras (MG);2022;Total;724
Teixeiras (MG);2022;Homens;338
Teixeiras (MG);2022;Mulheres;386
Teófilo Otoni (MG);2022;Total;7039
Teófilo Otoni (MG);2022;Homens;3539
Teófilo Otoni (MG);2022;Mulheres;3499
Timóteo (MG);2022;Total;4444
Timóteo (MG);2022;Homens;2130
Timóteo (MG);2022;Mulheres;2314
Tiradentes (MG);2022;Total;1012
Tiradentes (MG);2022;Homens;439
Tiradentes (MG);2022;Mulheres;573
Tiros (MG);2022;Total;834
Tiros (MG);2022;Homens;444
Tiros (MG);2022;Mulheres;390
Tocantins (MG);2022;Total;677
Tocantins (MG);2022;Homens;375
Tocantins (MG);2022;Mulheres;302
Tocos do Moji (MG);2022;Total;293
Tocos do Moji (MG);2022;Homens;115
Tocos do Moji (MG);2022;Mulheres;178
Toledo (MG);2022;Total;1010
Toledo (MG);2022;Homens;530
Toledo (MG);2022;Mulheres;480
Tombos (MG);2022;Total;685
Tombos (MG);2022;Homens;331
Tombos (MG);2022;Mulheres;353
Três Corações (MG);2022;Total;4367
Três Corações (MG);2022;Homens;2496
Três Corações (MG);2022;Mulheres;1871
Três Marias (MG);2022;Total;1844
Três Marias (MG);2022;Homens;770
Três Marias (MG);2022;Mulheres;1074
Três Pontas (MG);2022;Total;1672
Três Pontas (MG);2022;Homens;850
Três Pontas (MG);2022;Mulheres;822
Tumiritinga (MG);2022;Total;506
Tumiritinga (MG);2022;Homens;260
Tumiritinga (MG);2022;Mulheres;246
Tupaciguara (MG);2022;Total;1484
Tupaciguara (MG);2022;Homens;692
Tupaciguara (MG);2022;Mulheres;793
Turmalina (MG);2022;Total;1357
Turmalina (MG);2022;Homens;675
Turmalina (MG);2022;Mulheres;682
Turvolândia (MG);2022;Total;505
Turvolândia (MG);2022;Homens;234
Turvolândia (MG);2022;Mulheres;271
Ubá (MG);2022;Total;5300
Ubá (MG);2022;Homens;2480
Ubá (MG);2022;Mulheres;2820
Ubaí (MG);2022;Total;467
Ubaí (MG);2022;Homens;212
Ubaí (MG);2022;Mulheres;255
Ubaporanga (MG);2022;Total;1265
Ubaporanga (MG);2022;Homens;625
Ubaporanga (MG);2022;Mulheres;640
Uberaba (MG);2022;Total;19535
Uberaba (MG);2022;Homens;9137
Uberaba (MG);2022;Mulheres;10398
Uberlândia (MG);2022;Total;51025
Uberlândia (MG);2022;Homens;24767
Uberlândia (MG);2022;Mulheres;26259
Umburatiba (MG);2022;Total;217
Umburatiba (MG);2022;Homens;89
Umburatiba (MG);2022;Mulheres;128
Unaí (MG);2022;Total;5907
Unaí (MG);2022;Homens;3019
Unaí (MG);2022;Mulheres;2889
União de Minas (MG);2022;Total;531
União de Minas (MG);2022;Homens;270
União de Minas (MG);2022;Mulheres;260
Uruana de Minas (MG);2022;Total;501
Uruana de Minas (MG);2022;Homens;260
Uruana de Minas (MG);2022;Mulheres;241
Urucânia (MG);2022;Total;698
Urucânia (MG);2022;Homens;304
Urucânia (MG);2022;Mulheres;394
Urucuia (MG);2022;Total;451
Urucuia (MG);2022;Homens;222
Urucuia (MG);2022;Mulheres;229
Vargem Alegre (MG);2022;Total;643
Vargem Alegre (MG);2022;Homens;291
Vargem Alegre (MG);2022;Mulheres;352
Vargem Bonita (MG);2022;Total;222
Vargem Bonita (MG);2022;Homens;97
Vargem Bonita (MG);2022;Mulheres;124
Vargem Grande do Rio Pardo (MG);2022;Total;363
Vargem Grande do Rio Pardo (MG);2022;Homens;164
Vargem Grande do Rio Pardo (MG);2022;Mulheres;199
Varginha (MG);2022;Total;6920
Varginha (MG);2022;Homens;3131
Varginha (MG);2022;Mulheres;3789
Varjão de Minas (MG);2022;Total;980
Varjão de Minas (MG);2022;Homens;487
Varjão de Minas (MG);2022;Mulheres;493
Várzea da Palma (MG);2022;Total;1602
Várzea da Palma (MG);2022;Homens;781
Várzea da Palma (MG);2022;Mulheres;821
Varzelândia (MG);2022;Total;870
Varzelândia (MG);2022;Homens;400
Varzelândia (MG);2022;Mulheres;471
Vazante (MG);2022;Total;1338
Vazante (MG);2022;Homens;711
Vazante (MG);2022;Mulheres;626
Verdelândia (MG);2022;Total;312
Verdelândia (MG);2022;Homens;135
Verdelândia (MG);2022;Mulheres;177
Veredinha (MG);2022;Total;193
Veredinha (MG);2022;Homens;87
Veredinha (MG);2022;Mulheres;106
Veríssimo (MG);2022;Total;509
Veríssimo (MG);2022;Homens;267
Veríssimo (MG);2022;Mulheres;242
Vermelho Novo (MG);2022;Total;236
Vermelho Novo (MG);2022;Homens;118
Vermelho Novo (MG);2022;Mulheres;118
Vespasiano (MG);2022;Total;12807
Vespasiano (MG);2022;Homens;6161
Vespasiano (MG);2022;Mulheres;6646
Viçosa (MG);2022;Total;4515
Viçosa (MG);2022;Homens;2240
Viçosa (MG);2022;Mulheres;2275
Vieiras (MG);2022;Total;443
Vieiras (MG);2022;Homens;218
Vieiras (MG);2022;Mulheres;225
Mathias Lobato (MG);2022;Total;215
Mathias Lobato (MG);2022;Homens;132
Mathias Lobato (MG);2022;Mulheres;84
Virgem da Lapa (MG);2022;Total;573
Virgem da Lapa (MG);2022;Homens;256
Virgem da Lapa (MG);2022;Mulheres;317
Virgínia (MG);2022;Total;395
Virgínia (MG);2022;Homens;210
Virgínia (MG);2022;Mulheres;184
Virginópolis (MG);2022;Total;866
Virginópolis (MG);2022;Homens;447
Virginópolis (MG);2022;Mulheres;419
Virgolândia (MG);2022;Total;283
Virgolândia (MG);2022;Homens;153
Virgolândia (MG);2022;Mulheres;130
Visconde do Rio Branco (MG);2022;Total;2055
Visconde do Rio Branco (MG);2022;Homens;982
Visconde do Rio Branco (MG);2022;Mulheres;1073
Volta Grande (MG);2022;Total;281
Volta Grande (MG);2022;Homens;132
Volta Grande (MG);2022;Mulheres;149
Wenceslau Braz (MG);2022;Total;208
Wenceslau Braz (MG);2022;Homens;95
Wenceslau Braz (MG);2022;Mulheres;114
Afonso Cláudio (ES);2022;Total;1723
Afonso Cláudio (ES);2022;Homens;918
Afonso Cláudio (ES);2022;Mulheres;806
Águia Branca (ES);2022;Total;804
Águia Branca (ES);2022;Homens;370
Águia Branca (ES);2022;Mulheres;434
Água Doce do Norte (ES);2022;Total;776
Água Doce do Norte (ES);2022;Homens;371
Água Doce do Norte (ES);2022;Mulheres;405
Alegre (ES);2022;Total;1830
Alegre (ES);2022;Homens;883
Alegre (ES);2022;Mulheres;948
Alfredo Chaves (ES);2022;Total;1173
Alfredo Chaves (ES);2022;Homens;572
Alfredo Chaves (ES);2022;Mulheres;601
Alto Rio Novo (ES);2022;Total;685
Alto Rio Novo (ES);2022;Homens;306
Alto Rio Novo (ES);2022;Mulheres;379
Anchieta (ES);2022;Total;2747
Anchieta (ES);2022;Homens;1281
Anchieta (ES);2022;Mulheres;1467
Apiacá (ES);2022;Total;651
Apiacá (ES);2022;Homens;296
Apiacá (ES);2022;Mulheres;355
Aracruz (ES);2022;Total;6769
Aracruz (ES);2022;Homens;3384
Aracruz (ES);2022;Mulheres;3385
Atílio Vivácqua (ES);2022;Total;742
Atílio Vivácqua (ES);2022;Homens;347
Atílio Vivácqua (ES);2022;Mulheres;395
Baixo Guandu (ES);2022;Total;1595
Baixo Guandu (ES);2022;Homens;764
Baixo Guandu (ES);2022;Mulheres;832
Barra de São Francisco (ES);2022;Total;2718
Barra de São Francisco (ES);2022;Homens;1335
Barra de São Francisco (ES);2022;Mulheres;1383
Boa Esperança (ES);2022;Total;952
Boa Esperança (ES);2022;Homens;454
Boa Esperança (ES);2022;Mulheres;498
Bom Jesus do Norte (ES);2022;Total;833
Bom Jesus do Norte (ES);2022;Homens;345
Bom Jesus do Norte (ES);2022;Mulheres;488
Brejetuba (ES);2022;Total;1319
Brejetuba (ES);2022;Homens;669
Brejetuba (ES);2022;Mulheres;649
Cachoeiro de Itapemirim (ES);2022;Total;5589
Cachoeiro de Itapemirim (ES);2022;Homens;2816
Cachoeiro de Itapemirim (ES);2022;Mulheres;2773
Cariacica (ES);2022;Total;13013
Cariacica (ES);2022;Homens;6324
Cariacica (ES);2022;Mulheres;6689
Castelo (ES);2022;Total;2426
Castelo (ES);2022;Homens;1007
Castelo (ES);2022;Mulheres;1420
Colatina (ES);2022;Total;5810
Colatina (ES);2022;Homens;2731
Colatina (ES);2022;Mulheres;3079
Conceição da Barra (ES);2022;Total;2447
Conceição da Barra (ES);2022;Homens;1118
Conceição da Barra (ES);2022;Mulheres;1330
Conceição do Castelo (ES);2022;Total;692
Conceição do Castelo (ES);2022;Homens;332
Conceição do Castelo (ES);2022;Mulheres;360
Divino de São Lourenço (ES);2022;Total;627
Divino de São Lourenço (ES);2022;Homens;322
Divino de São Lourenço (ES);2022;Mulheres;305
Domingos Martins (ES);2022;Total;2873
Domingos Martins (ES);2022;Homens;1426
Domingos Martins (ES);2022;Mulheres;1446
Dores do Rio Preto (ES);2022;Total;925
Dores do Rio Preto (ES);2022;Homens;444
Dores do Rio Preto (ES);2022;Mulheres;481
Ecoporanga (ES);2022;Total;1409
Ecoporanga (ES);2022;Homens;700
Ecoporanga (ES);2022;Mulheres;708
Fundão (ES);2022;Total;1267
Fundão (ES);2022;Homens;690
Fundão (ES);2022;Mulheres;576
Governador Lindenberg (ES);2022;Total;575
Governador Lindenberg (ES);2022;Homens;254
Governador Lindenberg (ES);2022;Mulheres;321
Guaçuí (ES);2022;Total;1551
Guaçuí (ES);2022;Homens;716
Guaçuí (ES);2022;Mulheres;835
Guarapari (ES);2022;Total;9822
Guarapari (ES);2022;Homens;4687
Guarapari (ES);2022;Mulheres;5135
Ibatiba (ES);2022;Total;2281
Ibatiba (ES);2022;Homens;1077
Ibatiba (ES);2022;Mulheres;1204
Ibiraçu (ES);2022;Total;926
Ibiraçu (ES);2022;Homens;412
Ibiraçu (ES);2022;Mulheres;514
Ibitirama (ES);2022;Total;1030
Ibitirama (ES);2022;Homens;474
Ibitirama (ES);2022;Mulheres;556
Iconha (ES);2022;Total;525
Iconha (ES);2022;Homens;213
Iconha (ES);2022;Mulheres;312
Irupi (ES);2022;Total;1712
Irupi (ES);2022;Homens;848
Irupi (ES);2022;Mulheres;864
Itaguaçu (ES);2022;Total;713
Itaguaçu (ES);2022;Homens;325
Itaguaçu (ES);2022;Mulheres;388
Itapemirim (ES);2022;Total;2791
Itapemirim (ES);2022;Homens;1416
Itapemirim (ES);2022;Mulheres;1375
Itarana (ES);2022;Total;409
Itarana (ES);2022;Homens;175
Itarana (ES);2022;Mulheres;234
Iúna (ES);2022;Total;1539
Iúna (ES);2022;Homens;721
Iúna (ES);2022;Mulheres;818
Jaguaré (ES);2022;Total;2805
Jaguaré (ES);2022;Homens;1397
Jaguaré (ES);2022;Mulheres;1408
Jerônimo Monteiro (ES);2022;Total;1157
Jerônimo Monteiro (ES);2022;Homens;560
