nome;ano;sexo;n
Alto Paraíso (RO);2010;Total;2654
Alto Paraíso (RO);2010;Homens;1320
Alto Paraíso (RO);2010;Mulheres;1334
Buritis (RO);2010;Total;6537
Buritis (RO);2010;Homens;3347
Buritis (RO);2010;Mulheres;3190
Novo Horizonte do Oeste (RO);2010;Total;1076
Novo Horizonte do Oeste (RO);2010;Homens;540
Novo Horizonte do Oeste (RO);2010;Mulheres;536
Cacaulândia (RO);2010;Total;1021
Cacaulândia (RO);2010;Homens;496
Cacaulândia (RO);2010;Mulheres;525
Campo Novo de Rondônia (RO);2010;Total;2487
Campo Novo de Rondônia (RO);2010;Homens;1308
Campo Novo de Rondônia (RO);2010;Mulheres;1179
Candeias do Jamari (RO);2010;Total;4625
Candeias do Jamari (RO);2010;Homens;2464
Candeias do Jamari (RO);2010;Mulheres;2161
Castanheiras (RO);2010;Total;553
Castanheiras (RO);2010;Homens;299
Castanheiras (RO);2010;Mulheres;254
Chupinguaia (RO);2010;Total;1976
Chupinguaia (RO);2010;Homens;1005
Chupinguaia (RO);2010;Mulheres;971
Cujubim (RO);2010;Total;5811
Cujubim (RO);2010;Homens;3047
Cujubim (RO);2010;Mulheres;2763
Governador Jorge Teixeira (RO);2010;Total;681
Governador Jorge Teixeira (RO);2010;Homens;320
Governador Jorge Teixeira (RO);2010;Mulheres;361
Itapuã do Oeste (RO);2010;Total;1719
Itapuã do Oeste (RO);2010;Homens;967
Itapuã do Oeste (RO);2010;Mulheres;752
Ministro Andreazza (RO);2010;Total;1060
Ministro Andreazza (RO);2010;Homens;567
Ministro Andreazza (RO);2010;Mulheres;493
Mirante da Serra (RO);2010;Total;1487
Mirante da Serra (RO);2010;Homens;762
Mirante da Serra (RO);2010;Mulheres;725
Monte Negro (RO);2010;Total;2577
Monte Negro (RO);2010;Homens;1303
Monte Negro (RO);2010;Mulheres;1274
Nova União (RO);2010;Total;912
Nova União (RO);2010;Homens;439
Nova União (RO);2010;Mulheres;473
Parecis (RO);2010;Total;695
Parecis (RO);2010;Homens;390
Parecis (RO);2010;Mulheres;304
Pimenteiras do Oeste (RO);2010;Total;466
Pimenteiras do Oeste (RO);2010;Homens;239
Pimenteiras do Oeste (RO);2010;Mulheres;227
Primavera de Rondônia (RO);2010;Total;612
Primavera de Rondônia (RO);2010;Homens;321
Primavera de Rondônia (RO);2010;Mulheres;291
São Felipe D'Oeste (RO);2010;Total;839
São Felipe D'Oeste (RO);2010;Homens;390
São Felipe D'Oeste (RO);2010;Mulheres;449
São Francisco do Guaporé (RO);2010;Total;2702
São Francisco do Guaporé (RO);2010;Homens;1324
São Francisco do Guaporé (RO);2010;Mulheres;1378
Seringueiras (RO);2010;Total;1084
Seringueiras (RO);2010;Homens;582
Seringueiras (RO);2010;Mulheres;502
Teixeirópolis (RO);2010;Total;593
Teixeirópolis (RO);2010;Homens;290
Teixeirópolis (RO);2010;Mulheres;303
Theobroma (RO);2010;Total;1944
Theobroma (RO);2010;Homens;941
Theobroma (RO);2010;Mulheres;1003
Urupá (RO);2010;Total;1755
Urupá (RO);2010;Homens;875
Urupá (RO);2010;Mulheres;880
Vale do Anari (RO);2010;Total;1800
Vale do Anari (RO);2010;Homens;918
Vale do Anari (RO);2010;Mulheres;882
Vale do Paraíso (RO);2010;Total;689
Vale do Paraíso (RO);2010;Homens;336
Vale do Paraíso (RO);2010;Mulheres;353
Acrelândia (AC);2010;Total;1645
Acrelândia (AC);2010;Homens;827
Acrelândia (AC);2010;Mulheres;818
Assis Brasil (AC);2010;Total;458
Assis Brasil (AC);2010;Homens;209
Assis Brasil (AC);2010;Mulheres;248
Brasiléia (AC);2010;Total;1258
Brasiléia (AC);2010;Homens;496
Brasiléia (AC);2010;Mulheres;761
Bujari (AC);2010;Total;1560
Bujari (AC);2010;Homens;834
Bujari (AC);2010;Mulheres;726
Capixaba (AC);2010;Total;1248
Capixaba (AC);2010;Homens;628
Capixaba (AC);2010;Mulheres;620
Cruzeiro do Sul (AC);2010;Total;4186
Cruzeiro do Sul (AC);2010;Homens;1875
Cruzeiro do Sul (AC);2010;Mulheres;2311
Epitaciolândia (AC);2010;Total;1830
Epitaciolândia (AC);2010;Homens;922
Epitaciolândia (AC);2010;Mulheres;908
Feijó (AC);2010;Total;1032
Feijó (AC);2010;Homens;469
Feijó (AC);2010;Mulheres;563
Jordão (AC);2010;Total;171
Jordão (AC);2010;Homens;78
Jordão (AC);2010;Mulheres;93
Mâncio Lima (AC);2010;Total;676
Mâncio Lima (AC);2010;Homens;338
Mâncio Lima (AC);2010;Mulheres;338
Manoel Urbano (AC);2010;Total;726
Manoel Urbano (AC);2010;Homens;403
Manoel Urbano (AC);2010;Mulheres;323
Marechal Thaumaturgo (AC);2010;Total;222
Marechal Thaumaturgo (AC);2010;Homens;102
Marechal Thaumaturgo (AC);2010;Mulheres;120
Plácido de Castro (AC);2010;Total;1496
Plácido de Castro (AC);2010;Homens;754
Plácido de Castro (AC);2010;Mulheres;742
Porto Walter (AC);2010;Total;379
Porto Walter (AC);2010;Homens;175
Porto Walter (AC);2010;Mulheres;205
Rio Branco (AC);2010;Total;18311
Rio Branco (AC);2010;Homens;8989
Rio Branco (AC);2010;Mulheres;9322
Rodrigues Alves (AC);2010;Total;1392
Rodrigues Alves (AC);2010;Homens;689
Rodrigues Alves (AC);2010;Mulheres;703
Santa Rosa do Purus (AC);2010;Total;293
Santa Rosa do Purus (AC);2010;Homens;168
Santa Rosa do Purus (AC);2010;Mulheres;125
Senador Guiomard (AC);2010;Total;2981
Senador Guiomard (AC);2010;Homens;1580
Senador Guiomard (AC);2010;Mulheres;1400
Sena Madureira (AC);2010;Total;1372
Sena Madureira (AC);2010;Homens;658
Sena Madureira (AC);2010;Mulheres;714
Tarauacá (AC);2010;Total;903
Tarauacá (AC);2010;Homens;503
Tarauacá (AC);2010;Mulheres;400
Xapuri (AC);2010;Total;809
Xapuri (AC);2010;Homens;414
Xapuri (AC);2010;Mulheres;395
Porto Acre (AC);2010;Total;2085
Porto Acre (AC);2010;Homens;1028
Porto Acre (AC);2010;Mulheres;1057
Alvarães (AM);2010;Total;377
Alvarães (AM);2010;Homens;196
Alvarães (AM);2010;Mulheres;181
Amaturá (AM);2010;Total;339
Amaturá (AM);2010;Homens;175
Amaturá (AM);2010;Mulheres;164
Anamã (AM);2010;Total;581
Anamã (AM);2010;Homens;292
Anamã (AM);2010;Mulheres;289
Anori (AM);2010;Total;630
Anori (AM);2010;Homens;326
Anori (AM);2010;Mulheres;304
Apuí (AM);2010;Total;3053
Apuí (AM);2010;Homens;1614
Apuí (AM);2010;Mulheres;1438
Atalaia do Norte (AM);2010;Total;617
Atalaia do Norte (AM);2010;Homens;364
Atalaia do Norte (AM);2010;Mulheres;253
Autazes (AM);2010;Total;1872
Autazes (AM);2010;Homens;1029
Autazes (AM);2010;Mulheres;843
Barcelos (AM);2010;Total;712
Barcelos (AM);2010;Homens;445
Barcelos (AM);2010;Mulheres;267
Barreirinha (AM);2010;Total;880
Barreirinha (AM);2010;Homens;510
Barreirinha (AM);2010;Mulheres;370
Benjamin Constant (AM);2010;Total;1222
Benjamin Constant (AM);2010;Homens;647
Benjamin Constant (AM);2010;Mulheres;575
Beruri (AM);2010;Total;587
Beruri (AM);2010;Homens;272
Beruri (AM);2010;Mulheres;316
Boa Vista do Ramos (AM);2010;Total;1044
Boa Vista do Ramos (AM);2010;Homens;549
Boa Vista do Ramos (AM);2010;Mulheres;495
Boca do Acre (AM);2010;Total;950
Boca do Acre (AM);2010;Homens;555
Boca do Acre (AM);2010;Mulheres;396
Borba (AM);2010;Total;1104
Borba (AM);2010;Homens;532
Borba (AM);2010;Mulheres;572
Caapiranga (AM);2010;Total;552
Caapiranga (AM);2010;Homens;262
Caapiranga (AM);2010;Mulheres;290
Canutama (AM);2010;Total;1378
Canutama (AM);2010;Homens;820
Canutama (AM);2010;Mulheres;558
Carauari (AM);2010;Total;500
Carauari (AM);2010;Homens;242
Carauari (AM);2010;Mulheres;258
Careiro (AM);2010;Total;2106
Careiro (AM);2010;Homens;1083
Careiro (AM);2010;Mulheres;1023
Careiro da Várzea (AM);2010;Total;880
Careiro da Várzea (AM);2010;Homens;502
Careiro da Várzea (AM);2010;Mulheres;378
Coari (AM);2010;Total;3017
Coari (AM);2010;Homens;1534
Coari (AM);2010;Mulheres;1483
Codajás (AM);2010;Total;962
Codajás (AM);2010;Homens;493
Codajás (AM);2010;Mulheres;469
Eirunepé (AM);2010;Total;171
Eirunepé (AM);2010;Homens;129
Eirunepé (AM);2010;Mulheres;43
Envira (AM);2010;Total;347
Envira (AM);2010;Homens;171
Envira (AM);2010;Mulheres;176
Fonte Boa (AM);2010;Total;641
Fonte Boa (AM);2010;Homens;333
Fonte Boa (AM);2010;Mulheres;309
Guajará (AM);2010;Total;504
Guajará (AM);2010;Homens;259
Guajará (AM);2010;Mulheres;244
Humaitá (AM);2010;Total;2467
Humaitá (AM);2010;Homens;1308
Humaitá (AM);2010;Mulheres;1159
Ipixuna (AM);2010;Total;872
Ipixuna (AM);2010;Homens;426
Ipixuna (AM);2010;Mulheres;445
Iranduba (AM);2010;Total;5288
Iranduba (AM);2010;Homens;2553
Iranduba (AM);2010;Mulheres;2736
Itacoatiara (AM);2010;Total;5696
Itacoatiara (AM);2010;Homens;2735
Itacoatiara (AM);2010;Mulheres;2961
Itamarati (AM);2010;Total;56
Itamarati (AM);2010;Homens;39
Itamarati (AM);2010;Mulheres;17
Itapiranga (AM);2010;Total;958
Itapiranga (AM);2010;Homens;440
Itapiranga (AM);2010;Mulheres;518
Japurá (AM);2010;Total;223
Japurá (AM);2010;Homens;109
Japurá (AM);2010;Mulheres;114
Juruá (AM);2010;Total;430
Juruá (AM);2010;Homens;245
Juruá (AM);2010;Mulheres;185
Jutaí (AM);2010;Total;400
Jutaí (AM);2010;Homens;223
Jutaí (AM);2010;Mulheres;177
Lábrea (AM);2010;Total;1308
Lábrea (AM);2010;Homens;748
Lábrea (AM);2010;Mulheres;560
Manacapuru (AM);2010;Total;5611
Manacapuru (AM);2010;Homens;2725
Manacapuru (AM);2010;Mulheres;2886
Manaquiri (AM);2010;Total;1100
Manaquiri (AM);2010;Homens;551
Manaquiri (AM);2010;Mulheres;549
Manaus (AM);2010;Total;103002
Manaus (AM);2010;Homens;51887
Manaus (AM);2010;Mulheres;51115
Manicoré (AM);2010;Total;2196
Manicoré (AM);2010;Homens;1242
Manicoré (AM);2010;Mulheres;954
Maraã (AM);2010;Total;372
Maraã (AM);2010;Homens;222
Maraã (AM);2010;Mulheres;149
Maués (AM);2010;Total;1496
Maués (AM);2010;Homens;874
Maués (AM);2010;Mulheres;622
Nhamundá (AM);2010;Total;571
Nhamundá (AM);2010;Homens;279
Nhamundá (AM);2010;Mulheres;292
Nova Olinda do Norte (AM);2010;Total;1980
Nova Olinda do Norte (AM);2010;Homens;976
Nova Olinda do Norte (AM);2010;Mulheres;1005
Novo Airão (AM);2010;Total;1066
Novo Airão (AM);2010;Homens;511
Novo Airão (AM);2010;Mulheres;556
Novo Aripuanã (AM);2010;Total;1451
Novo Aripuanã (AM);2010;Homens;926
Novo Aripuanã (AM);2010;Mulheres;525
Parintins (AM);2010;Total;4265
Parintins (AM);2010;Homens;2066
Parintins (AM);2010;Mulheres;2199
Pauini (AM);2010;Total;391
Pauini (AM);2010;Homens;223
Pauini (AM);2010;Mulheres;167
Presidente Figueiredo (AM);2010;Total;5566
Presidente Figueiredo (AM);2010;Homens;2881
Presidente Figueiredo (AM);2010;Mulheres;2685
Rio Preto da Eva (AM);2010;Total;3984
Rio Preto da Eva (AM);2010;Homens;2124
Rio Preto da Eva (AM);2010;Mulheres;1860
Santa Isabel do Rio Negro (AM);2010;Total;590
Santa Isabel do Rio Negro (AM);2010;Homens;261
Santa Isabel do Rio Negro (AM);2010;Mulheres;329
Santo Antônio do Içá (AM);2010;Total;639
Santo Antônio do Içá (AM);2010;Homens;344
Santo Antônio do Içá (AM);2010;Mulheres;296
São Gabriel da Cachoeira (AM);2010;Total;1754
São Gabriel da Cachoeira (AM);2010;Homens;966
São Gabriel da Cachoeira (AM);2010;Mulheres;787
São Paulo de Olivença (AM);2010;Total;385
São Paulo de Olivença (AM);2010;Homens;203
São Paulo de Olivença (AM);2010;Mulheres;182
São Sebastião do Uatumã (AM);2010;Total;479
São Sebastião do Uatumã (AM);2010;Homens;252
São Sebastião do Uatumã (AM);2010;Mulheres;227
Silves (AM);2010;Total;475
Silves (AM);2010;Homens;253
Silves (AM);2010;Mulheres;222
Tabatinga (AM);2010;Total;3964
Tabatinga (AM);2010;Homens;2186
Tabatinga (AM);2010;Mulheres;1779
Tapauá (AM);2010;Total;464
Tapauá (AM);2010;Homens;269
Tapauá (AM);2010;Mulheres;195
Tefé (AM);2010;Total;4459
Tefé (AM);2010;Homens;2164
Tefé (AM);2010;Mulheres;2295
Tonantins (AM);2010;Total;208
Tonantins (AM);2010;Homens;93
Tonantins (AM);2010;Mulheres;114
Uarini (AM);2010;Total;539
Uarini (AM);2010;Homens;265
Uarini (AM);2010;Mulheres;274
Urucará (AM);2010;Total;797
Urucará (AM);2010;Homens;398
Urucará (AM);2010;Mulheres;399
Urucurituba (AM);2010;Total;886
Urucurituba (AM);2010;Homens;352
Urucurituba (AM);2010;Mulheres;534
Amajari (RR);2010;Total;780
Amajari (RR);2010;Homens;427
Amajari (RR);2010;Mulheres;353
Alto Alegre (RR);2010;Total;1459
Alto Alegre (RR);2010;Homens;787
Alto Alegre (RR);2010;Mulheres;671
Boa Vista (RR);2010;Total;24556
Boa Vista (RR);2010;Homens;12105
Boa Vista (RR);2010;Mulheres;12451
Bonfim (RR);2010;Total;1194
Bonfim (RR);2010;Homens;694
Bonfim (RR);2010;Mulheres;500
Cantá (RR);2010;Total;3020
Cantá (RR);2010;Homens;1577
Cantá (RR);2010;Mulheres;1443
Caracaraí (RR);2010;Total;2370
Caracaraí (RR);2010;Homens;1319
Caracaraí (RR);2010;Mulheres;1051
Caroebe (RR);2010;Total;1196
Caroebe (RR);2010;Homens;630
Caroebe (RR);2010;Mulheres;566
Iracema (RR);2010;Total;1208
Iracema (RR);2010;Homens;674
Iracema (RR);2010;Mulheres;534
Mucajaí (RR);2010;Total;1725
Mucajaí (RR);2010;Homens;968
Mucajaí (RR);2010;Mulheres;757
Normandia (RR);2010;Total;331
Normandia (RR);2010;Homens;198
Normandia (RR);2010;Mulheres;133
Pacaraima (RR);2010;Total;1238
Pacaraima (RR);2010;Homens;655
Pacaraima (RR);2010;Mulheres;582
Rorainópolis (RR);2010;Total;3807
Rorainópolis (RR);2010;Homens;2168
Rorainópolis (RR);2010;Mulheres;1638
São João da Baliza (RR);2010;Total;878
São João da Baliza (RR);2010;Homens;497
São João da Baliza (RR);2010;Mulheres;381
São Luiz (RR);2010;Total;588
São Luiz (RR);2010;Homens;305
São Luiz (RR);2010;Mulheres;283
Uiramutã (RR);2010;Total;151
Uiramutã (RR);2010;Homens;92
Uiramutã (RR);2010;Mulheres;60
Abaetetuba (PA);2010;Total;4622
Abaetetuba (PA);2010;Homens;2392
Abaetetuba (PA);2010;Mulheres;2230
Abel Figueiredo (PA);2010;Total;992
Abel Figueiredo (PA);2010;Homens;526
Abel Figueiredo (PA);2010;Mulheres;466
Acará (PA);2010;Total;1960
Acará (PA);2010;Homens;919
Acará (PA);2010;Mulheres;1041
Afuá (PA);2010;Total;1085
Afuá (PA);2010;Homens;604
Afuá (PA);2010;Mulheres;480
Água Azul do Norte (PA);2010;Total;3621
Água Azul do Norte (PA);2010;Homens;2059
Água Azul do Norte (PA);2010;Mulheres;1562
Alenquer (PA);2010;Total;1359
Alenquer (PA);2010;Homens;733
Alenquer (PA);2010;Mulheres;625
Almeirim (PA);2010;Total;2144
Almeirim (PA);2010;Homens;1119
Almeirim (PA);2010;Mulheres;1025
Altamira (PA);2010;Total;8369
Altamira (PA);2010;Homens;4133
Altamira (PA);2010;Mulheres;4235
Anajás (PA);2010;Total;860
Anajás (PA);2010;Homens;440
Anajás (PA);2010;Mulheres;420
Ananindeua (PA);2010;Total;48103
Ananindeua (PA);2010;Homens;22766
Ananindeua (PA);2010;Mulheres;25337
Anapu (PA);2010;Total;3977
Anapu (PA);2010;Homens;2219
Anapu (PA);2010;Mulheres;1758
Augusto Corrêa (PA);2010;Total;1289
Augusto Corrêa (PA);2010;Homens;625
Augusto Corrêa (PA);2010;Mulheres;664
Aurora do Pará (PA);2010;Total;1905
Aurora do Pará (PA);2010;Homens;1032
Aurora do Pará (PA);2010;Mulheres;873
Aveiro (PA);2010;Total;832
Aveiro (PA);2010;Homens;389
Aveiro (PA);2010;Mulheres;443
Bagre (PA);2010;Total;173
Bagre (PA);2010;Homens;100
Bagre (PA);2010;Mulheres;73
Baião (PA);2010;Total;2068
Baião (PA);2010;Homens;1186
Baião (PA);2010;Mulheres;882
Bannach (PA);2010;Total;574
Bannach (PA);2010;Homens;310
Bannach (PA);2010;Mulheres;264
Barcarena (PA);2010;Total;13753
Barcarena (PA);2010;Homens;6887
Barcarena (PA);2010;Mulheres;6866
Belém (PA);2010;Total;57805
Belém (PA);2010;Homens;26322
Belém (PA);2010;Mulheres;31483
Belterra (PA);2010;Total;1309
Belterra (PA);2010;Homens;709
Belterra (PA);2010;Mulheres;600
Benevides (PA);2010;Total;10092
Benevides (PA);2010;Homens;4927
Benevides (PA);2010;Mulheres;5165
Bom Jesus do Tocantins (PA);2010;Total;2167
Bom Jesus do Tocantins (PA);2010;Homens;1158
Bom Jesus do Tocantins (PA);2010;Mulheres;1008
Bonito (PA);2010;Total;1138
Bonito (PA);2010;Homens;678
Bonito (PA);2010;Mulheres;461
Bragança (PA);2010;Total;4973
Bragança (PA);2010;Homens;2358
Bragança (PA);2010;Mulheres;2615
Brasil Novo (PA);2010;Total;1431
Brasil Novo (PA);2010;Homens;714
Brasil Novo (PA);2010;Mulheres;716
Brejo Grande do Araguaia (PA);2010;Total;819
Brejo Grande do Araguaia (PA);2010;Homens;451
Brejo Grande do Araguaia (PA);2010;Mulheres;368
Breu Branco (PA);2010;Total;6087
Breu Branco (PA);2010;Homens;2970
Breu Branco (PA);2010;Mulheres;3117
Breves (PA);2010;Total;2091
Breves (PA);2010;Homens;939
Breves (PA);2010;Mulheres;1152
Bujaru (PA);2010;Total;1002
Bujaru (PA);2010;Homens;512
Bujaru (PA);2010;Mulheres;490
Cachoeira do Piriá (PA);2010;Total;2359
Cachoeira do Piriá (PA);2010;Homens;1191
Cachoeira do Piriá (PA);2010;Mulheres;1167
Cachoeira do Arari (PA);2010;Total;684
Cachoeira do Arari (PA);2010;Homens;299
Cachoeira do Arari (PA);2010;Mulheres;385
Cametá (PA);2010;Total;2766
Cametá (PA);2010;Homens;1391
Cametá (PA);2010;Mulheres;1375
Canaã dos Carajás (PA);2010;Total;8103
Canaã dos Carajás (PA);2010;Homens;4080
Canaã dos Carajás (PA);2010;Mulheres;4023
Capanema (PA);2010;Total;4454
Capanema (PA);2010;Homens;2114
Capanema (PA);2010;Mulheres;2339
Capitão Poço (PA);2010;Total;2808
Capitão Poço (PA);2010;Homens;1419
Capitão Poço (PA);2010;Mulheres;1389
Castanhal (PA);2010;Total;16193
Castanhal (PA);2010;Homens;8143
Castanhal (PA);2010;Mulheres;8050
Chaves (PA);2010;Total;367
Chaves (PA);2010;Homens;165
Chaves (PA);2010;Mulheres;203
Colares (PA);2010;Total;931
Colares (PA);2010;Homens;434
Colares (PA);2010;Mulheres;497
Conceição do Araguaia (PA);2010;Total;3620
Conceição do Araguaia (PA);2010;Homens;1912
Conceição do Araguaia (PA);2010;Mulheres;1708
Concórdia do Pará (PA);2010;Total;1646
Concórdia do Pará (PA);2010;Homens;763
Concórdia do Pará (PA);2010;Mulheres;883
Cumaru do Norte (PA);2010;Total;2955
Cumaru do Norte (PA);2010;Homens;1735
Cumaru do Norte (PA);2010;Mulheres;1220
Curionópolis (PA);2010;Total;1568
Curionópolis (PA);2010;Homens;831
Curionópolis (PA);2010;Mulheres;737
Curralinho (PA);2010;Total;1038
Curralinho (PA);2010;Homens;514
Curralinho (PA);2010;Mulheres;524
Curuá (PA);2010;Total;1151
Curuá (PA);2010;Homens;626
Curuá (PA);2010;Mulheres;525
Curuçá (PA);2010;Total;3131
Curuçá (PA);2010;Homens;1528
Curuçá (PA);2010;Mulheres;1603
Dom Eliseu (PA);2010;Total;4435
Dom Eliseu (PA);2010;Homens;2352
Dom Eliseu (PA);2010;Mulheres;2082
Eldorado do Carajás (PA);2010;Total;4311
Eldorado do Carajás (PA);2010;Homens;2174
Eldorado do Carajás (PA);2010;Mulheres;2137
Faro (PA);2010;Total;322
Faro (PA);2010;Homens;157
Faro (PA);2010;Mulheres;164
Floresta do Araguaia (PA);2010;Total;2291
Floresta do Araguaia (PA);2010;Homens;1256
Floresta do Araguaia (PA);2010;Mulheres;1034
Garrafão do Norte (PA);2010;Total;1117
Garrafão do Norte (PA);2010;Homens;518
Garrafão do Norte (PA);2010;Mulheres;599
Goianésia do Pará (PA);2010;Total;4641
Goianésia do Pará (PA);2010;Homens;2561
Goianésia do Pará (PA);2010;Mulheres;2080
Gurupá (PA);2010;Total;506
Gurupá (PA);2010;Homens;214
Gurupá (PA);2010;Mulheres;292
Igarapé-Açu (PA);2010;Total;2146
Igarapé-Açu (PA);2010;Homens;991
Igarapé-Açu (PA);2010;Mulheres;1155
Igarapé-Miri (PA);2010;Total;1613
Igarapé-Miri (PA);2010;Homens;825
Igarapé-Miri (PA);2010;Mulheres;789
Inhangapi (PA);2010;Total;628
Inhangapi (PA);2010;Homens;316
Inhangapi (PA);2010;Mulheres;313
Ipixuna do Pará (PA);2010;Total;3311
Ipixuna do Pará (PA);2010;Homens;1817
Ipixuna do Pará (PA);2010;Mulheres;1494
Irituia (PA);2010;Total;1521
Irituia (PA);2010;Homens;698
Irituia (PA);2010;Mulheres;823
Itaituba (PA);2010;Total;6154
Itaituba (PA);2010;Homens;3195
Itaituba (PA);2010;Mulheres;2959
Itupiranga (PA);2010;Total;4779
Itupiranga (PA);2010;Homens;2404
Itupiranga (PA);2010;Mulheres;2375
Jacareacanga (PA);2010;Total;1297
Jacareacanga (PA);2010;Homens;897
Jacareacanga (PA);2010;Mulheres;399
Jacundá (PA);2010;Total;3756
Jacundá (PA);2010;Homens;1729
Jacundá (PA);2010;Mulheres;2026
Juruti (PA);2010;Total;5581
Juruti (PA);2010;Homens;2905
Juruti (PA);2010;Mulheres;2676
Limoeiro do Ajuru (PA);2010;Total;436
Limoeiro do Ajuru (PA);2010;Homens;185
Limoeiro do Ajuru (PA);2010;Mulheres;251
Mãe do Rio (PA);2010;Total;2737
Mãe do Rio (PA);2010;Homens;1332
Mãe do Rio (PA);2010;Mulheres;1405
Magalhães Barata (PA);2010;Total;652
Magalhães Barata (PA);2010;Homens;359
Magalhães Barata (PA);2010;Mulheres;293
Marabá (PA);2010;Total;29216
Marabá (PA);2010;Homens;14832
Marabá (PA);2010;Mulheres;14384
Maracanã (PA);2010;Total;1308
Maracanã (PA);2010;Homens;677
Maracanã (PA);2010;Mulheres;631
Marapanim (PA);2010;Total;2135
Marapanim (PA);2010;Homens;1070
Marapanim (PA);2010;Mulheres;1065
Marituba (PA);2010;Total;10943
Marituba (PA);2010;Homens;5366
Marituba (PA);2010;Mulheres;5576
Medicilândia (PA);2010;Total;2286
Medicilândia (PA);2010;Homens;1217
Medicilândia (PA);2010;Mulheres;1069
Melgaço (PA);2010;Total;885
Melgaço (PA);2010;Homens;466
Melgaço (PA);2010;Mulheres;419
Mocajuba (PA);2010;Total;1379
Mocajuba (PA);2010;Homens;733
Mocajuba (PA);2010;Mulheres;646
Moju (PA);2010;Total;6037
Moju (PA);2010;Homens;3126
Moju (PA);2010;Mulheres;2911
Monte Alegre (PA);2010;Total;2470
Monte Alegre (PA);2010;Homens;1205
Monte Alegre (PA);2010;Mulheres;1264
Muaná (PA);2010;Total;1006
Muaná (PA);2010;Homens;467
Muaná (PA);2010;Mulheres;539
Nova Esperança do Piriá (PA);2010;Total;1767
Nova Esperança do Piriá (PA);2010;Homens;889
